,1,2,3,4,5,6,7,8
32,0.38,0.61,0.61,0.12,0.5,0.0,0.53,0.47
33,0.33,0.55,0.51,0.43,0.5,0.0,0.51,0.22
34,0.78,0.74,0.42,0.26,0.5,0.0,0.43,0.22
35,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22
36,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25
37,0.4,0.45,0.57,0.18,0.5,0.0,0.56,0.26
38,0.59,0.53,0.43,0.44,0.5,0.0,0.5,0.22
39,0.57,0.53,0.53,0.34,0.5,0.0,0.53,0.22
40,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22
41,0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22
42,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22
43,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22
44,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26
45,0.53,0.31,0.58,0.39,0.5,0.0,0.47,0.37
46,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35
47,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22
48,0.74,0.57,0.51,0.28,0.5,0.0,0.58,0.22
49,0.42,0.24,0.34,0.16,0.5,0.0,0.5,0.22
50,0.48,0.39,0.51,0.21,0.5,0.0,0.52,0.28
51,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66
52,0.45,0.46,0.55,0.43,0.5,0.0,0.55,0.38
53,0.56,0.48,0.58,0.27,0.5,0.0,0.51,0.22
54,0.64,0.59,0.56,0.23,0.5,0.0,0.46,0.22
55,0.64,0.56,0.56,0.22,0.5,0.0,0.45,0.22
56,0.66,0.62,0.49,0.1,0.5,0.0,0.49,0.22
57,0.53,0.44,0.51,0.33,0.5,0.0,0.55,0.22
58,0.38,0.49,0.53,0.19,0.5,0.0,0.5,0.22
59,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22
60,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22
61,0.37,0.32,0.47,0.18,0.5,0.0,0.45,0.25
62,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43
63,0.41,0.46,0.59,0.19,0.5,0.0,0.58,0.27
64,0.54,0.48,0.44,0.08,0.5,0.0,0.52,0.27
65,0.6,0.47,0.45,0.22,0.5,0.0,0.51,0.29
66,0.34,0.46,0.57,0.09,0.5,0.0,0.55,0.22
67,0.48,0.54,0.55,0.12,0.5,0.0,0.51,0.22
68,0.47,0.39,0.59,0.15,0.5,0.0,0.57,0.22
69,0.81,0.85,0.47,0.37,0.5,0.0,0.56,0.22
70,0.48,0.42,0.52,0.24,0.5,0.0,0.56,0.22
71,0.58,0.51,0.49,0.27,0.5,0.0,0.57,0.29
72,0.6,0.5,0.44,0.61,0.5,0.0,0.47,0.22
73,0.45,0.55,0.54,0.66,0.5,0.0,0.47,0.22
74,0.46,0.49,0.58,0.23,0.5,0.0,0.44,0.22
75,0.49,0.42,0.56,0.55,0.5,0.0,0.42,0.25
76,0.63,0.53,0.54,0.4,0.5,0.0,0.5,0.22
77,0.5,0.54,0.53,0.54,0.5,0.0,0.51,0.27
78,0.63,0.57,0.59,0.4,0.5,0.0,0.38,0.22
79,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22
80,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22
81,0.5,0.58,0.46,0.46,0.5,0.0,0.46,0.22
82,0.51,0.54,0.6,0.57,0.5,0.0,0.58,0.22
83,0.54,0.52,0.63,0.37,0.5,0.0,0.46,0.22
84,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22
85,0.28,0.58,0.21,0.13,0.5,0.0,0.51,0.22
86,0.39,0.44,0.35,0.16,0.5,0.0,0.55,0.22
87,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22
88,0.5,0.52,0.59,0.3,0.5,0.0,0.51,0.35
89,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32
90,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33
91,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27
92,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22
93,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52
94,0.49,0.61,0.49,0.25,0.5,0.0,0.5,0.28
95,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22
96,0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22
97,0.61,0.72,0.39,0.33,0.5,0.0,0.58,0.22
98,0.78,0.75,0.4,0.28,0.5,0.0,0.53,0.22
99,0.64,0.57,0.57,0.27,0.5,0.0,0.37,0.22
100,0.36,0.58,0.35,0.24,0.5,0.0,0.44,0.22
101,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22
102,0.47,0.52,0.5,0.4,0.5,0.0,0.41,0.22
103,0.48,0.23,0.57,0.27,0.5,0.0,0.48,0.47
104,0.47,0.39,0.55,0.24,0.5,0.0,0.47,0.22
105,0.44,0.59,0.36,0.16,0.5,0.0,0.52,0.22
106,0.42,0.35,0.54,0.18,0.5,0.0,0.56,0.22
107,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22
108,0.65,0.65,0.52,0.16,0.5,0.0,0.6,0.22
109,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22
110,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27
111,0.44,0.52,0.41,0.23,0.5,0.0,0.51,0.22
112,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55
113,0.4,0.44,0.49,0.47,0.5,0.0,0.49,0.27
114,0.45,0.51,0.5,0.16,0.5,0.0,0.52,1.0
115,0.45,0.45,0.5,0.6,0.5,0.0,0.49,0.22
116,0.59,0.67,0.56,0.41,0.5,0.0,0.47,0.22
117,0.47,0.47,0.57,0.48,0.5,0.0,0.48,0.22
118,0.35,0.52,0.48,0.22,0.5,0.0,0.26,0.22
119,0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22
120,0.64,0.62,0.29,0.28,0.5,0.0,0.51,0.22
121,0.55,0.53,0.55,0.46,0.5,0.0,0.52,0.22
122,0.67,0.62,0.54,0.43,0.5,0.0,0.53,0.22
123,0.59,0.6,0.49,0.43,0.5,0.0,0.53,0.31
124,0.54,0.55,0.34,0.31,0.5,0.0,0.54,0.22
125,0.58,0.62,0.54,0.17,0.5,0.0,0.48,0.22
126,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27
127,0.46,0.71,0.48,0.53,0.5,0.0,0.53,0.22
128,0.53,0.51,0.55,0.05,0.5,0.0,0.45,0.25
129,0.41,0.4,0.59,0.47,0.5,0.0,0.48,0.43
130,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22
131,0.4,0.62,0.52,0.31,0.5,0.0,0.49,0.31
132,0.6,0.5,0.57,0.25,0.5,0.0,0.41,0.26
133,0.62,0.51,0.52,0.42,0.5,0.0,0.54,0.27
134,0.35,0.58,0.54,0.16,0.5,0.0,0.51,0.22
135,0.34,0.54,0.5,0.21,0.5,0.0,0.54,0.31
136,0.39,0.58,0.5,0.26,0.5,0.0,0.54,0.59
137,0.48,0.54,0.5,0.17,0.5,0.0,0.53,0.22
138,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3
139,0.47,0.32,0.64,0.3,0.5,0.0,0.63,0.22
140,0.39,0.47,0.56,0.16,0.5,0.0,0.47,0.22
141,0.58,0.48,0.51,0.47,0.5,0.0,0.55,0.22
142,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22
143,0.37,0.46,0.4,0.27,0.5,0.0,0.45,0.22
144,0.43,0.57,0.53,0.16,0.5,0.0,0.54,0.22
145,0.28,0.37,0.61,0.09,0.5,0.0,0.52,0.55
146,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25
147,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29
148,0.26,0.36,0.47,0.34,0.5,0.0,0.53,0.72
149,0.51,0.34,0.5,0.19,0.5,0.0,0.5,0.22
150,0.58,0.5,0.5,0.12,0.5,0.0,0.48,0.25
151,0.44,0.39,0.53,0.14,0.5,0.0,0.54,0.44
152,0.41,0.39,0.44,0.34,0.5,0.0,0.48,0.4
153,0.45,0.43,0.51,0.24,0.5,0.0,0.54,0.33
154,0.36,0.68,0.46,0.16,0.5,0.0,0.53,0.28
155,0.42,0.31,0.5,0.15,0.5,0.0,0.53,0.22
156,0.42,0.43,0.56,0.1,0.5,0.0,0.49,0.22
157,0.67,0.71,0.52,0.65,0.5,0.0,0.53,0.36
158,0.49,0.47,0.53,0.16,0.5,0.0,0.48,0.27
159,0.71,0.59,0.48,0.43,0.5,0.0,0.59,0.22
160,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32
161,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32
162,0.54,0.49,0.49,0.2,0.5,0.0,0.52,0.22
163,0.42,0.51,0.5,0.12,0.5,0.0,0.52,0.46
164,0.57,0.51,0.53,0.18,0.5,0.0,0.56,0.25
165,0.35,0.45,0.43,0.11,0.5,0.0,0.56,0.22
166,0.42,0.42,0.42,0.2,0.5,0.0,0.49,0.22
167,0.26,0.5,0.33,0.28,0.5,0.0,0.51,0.22
168,0.39,0.42,0.38,0.4,0.5,0.0,0.49,0.47
169,0.26,0.44,0.3,0.11,0.5,0.0,0.51,0.47
170,0.31,0.44,0.53,0.23,0.5,0.0,0.51,0.32
171,0.48,0.61,0.44,0.2,0.5,0.0,0.47,0.22
172,0.66,0.45,0.5,0.23,0.5,0.0,0.49,0.22
173,0.21,0.41,0.55,0.11,0.5,0.0,0.5,0.27
174,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22
175,0.44,0.38,0.48,0.32,0.5,0.83,0.53,0.22
176,0.31,0.31,0.56,0.33,0.5,0.0,0.52,0.33
177,0.49,0.31,0.49,0.35,0.5,0.0,0.51,0.29
178,0.38,0.37,0.56,0.21,0.5,0.0,0.49,0.22
179,0.39,0.4,0.53,0.67,0.5,0.0,0.47,0.22
180,0.24,0.34,0.69,0.18,0.5,0.0,0.52,0.22
181,0.49,0.43,0.51,0.13,0.5,0.0,0.47,0.22
182,0.54,0.38,0.52,0.18,0.5,0.0,0.48,0.22
183,0.43,0.57,0.53,0.53,0.5,0.0,0.53,0.25
184,0.48,0.64,0.61,0.23,0.5,0.0,0.6,0.22
185,0.31,0.55,0.52,0.17,0.5,0.0,0.52,0.22
186,0.32,0.57,0.5,0.15,0.5,0.0,0.53,0.22
187,0.32,0.42,0.52,0.24,0.5,0.0,0.6,0.22
188,0.59,0.5,0.52,0.28,0.5,0.0,0.55,0.25
189,0.37,0.42,0.51,0.11,0.5,0.0,0.57,0.22
190,0.75,0.7,0.38,0.27,0.5,0.0,0.49,0.22
191,0.61,0.72,0.31,0.33,0.5,0.0,0.56,0.22
192,0.44,0.42,0.6,0.21,0.5,0.0,0.57,0.22
193,0.52,0.51,0.51,0.54,0.5,0.0,0.55,0.27
194,0.63,0.56,0.45,0.58,0.5,0.0,0.51,0.22
195,0.52,0.56,0.54,0.53,0.5,0.0,0.45,0.22
196,0.58,0.58,0.58,0.49,0.5,0.0,0.49,0.26
197,0.72,0.62,0.34,0.29,0.5,0.0,0.56,0.28
198,0.72,0.61,0.37,0.3,0.5,0.0,0.57,0.22
199,0.46,0.43,0.38,0.33,0.5,0.0,0.48,0.28
200,0.57,0.57,0.44,0.37,0.5,0.0,0.52,0.25
201,0.42,0.31,0.62,0.12,0.5,0.0,0.4,0.22
202,0.49,0.46,0.45,0.45,0.5,0.0,0.52,0.22
203,0.42,0.58,0.41,0.65,0.5,0.0,0.46,0.26
204,0.59,0.61,0.34,0.22,0.5,0.0,0.51,0.22
205,0.52,0.77,0.38,0.34,0.5,0.0,0.51,0.22
206,0.5,0.52,0.6,0.51,0.5,0.0,0.48,0.22
207,0.49,0.6,0.43,0.56,0.5,0.0,0.36,0.22
208,0.5,0.41,0.44,0.5,0.5,0.0,0.42,0.22
209,0.5,0.4,0.56,0.7,0.5,0.0,0.5,0.22
210,0.37,0.58,0.44,0.51,0.5,0.0,0.44,0.22
211,0.55,0.45,0.45,0.54,0.5,0.0,0.5,0.22
212,0.67,0.68,0.46,0.29,0.5,0.0,0.46,0.22
213,0.53,0.51,0.46,0.28,0.5,0.0,0.48,0.22
214,0.35,0.66,0.49,0.21,0.5,0.0,0.54,0.25
215,0.52,0.4,0.6,0.12,0.5,0.0,0.55,0.22
216,0.77,0.79,0.58,0.23,0.5,0.0,0.48,0.22
217,0.47,0.46,0.59,0.49,0.5,0.0,0.56,0.22
218,0.73,0.83,0.43,0.3,0.5,0.0,0.55,0.22
219,0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22
220,0.7,0.65,0.54,0.28,0.5,0.0,0.6,0.4
221,0.47,0.54,0.37,0.14,0.5,0.0,0.5,0.22
222,0.56,0.52,0.48,0.17,0.5,0.0,0.46,0.22
223,0.57,0.41,0.59,0.24,0.5,0.0,0.4,0.22
224,0.56,0.41,0.58,0.21,0.5,0.0,0.42,0.22
225,0.58,0.56,0.45,0.12,0.5,0.0,0.51,0.22
226,0.53,0.38,0.66,0.25,0.5,0.0,0.43,0.22
227,0.34,0.36,0.54,0.11,0.5,0.0,0.36,0.21
228,0.69,0.61,0.38,0.27,0.5,0.0,0.52,0.22
229,0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22
230,0.41,0.45,0.53,0.17,0.5,0.0,0.51,0.25
231,0.31,0.46,0.54,0.52,0.5,0.0,0.5,0.34
232,0.36,0.37,0.33,0.14,0.5,0.0,0.57,0.31
233,0.82,0.78,0.49,0.23,0.5,0.0,0.46,0.22
234,0.82,0.75,0.54,0.23,0.5,0.0,0.46,0.22
235,0.41,0.51,0.58,0.15,0.5,0.0,0.45,0.27
236,0.38,0.51,0.75,0.17,0.5,0.0,0.55,0.22
237,0.38,0.51,0.75,0.17,0.5,0.0,0.55,0.22
238,0.53,0.44,0.51,0.33,0.5,0.0,0.52,0.22
239,0.46,0.54,0.71,0.15,0.5,0.0,0.59,0.22
240,0.4,0.56,0.48,0.14,0.5,0.0,0.47,0.22
241,0.53,0.53,0.6,0.13,0.5,0.0,0.49,0.22
242,0.42,0.57,0.72,0.22,0.5,0.0,0.57,0.22
243,0.45,0.27,0.57,0.36,0.5,0.0,0.52,0.18
244,0.2,0.26,0.52,0.14,0.5,0.0,0.53,0.44
245,0.51,0.53,0.55,0.14,0.5,0.0,0.51,0.22
246,0.44,0.68,0.45,0.51,0.5,0.0,0.52,0.41
247,0.27,0.39,0.66,0.11,0.5,0.0,0.44,0.22
248,0.55,0.42,0.34,0.3,0.5,0.0,0.52,0.22
249,0.34,0.42,0.3,0.23,0.5,0.0,0.53,0.22
250,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
251,0.59,0.58,0.56,0.21,0.5,0.0,0.54,0.33
252,0.39,0.28,0.46,0.12,0.5,0.0,0.41,0.22
253,0.56,0.43,0.54,0.16,0.5,0.0,0.5,0.22
254,0.36,0.68,0.38,0.08,0.5,0.0,0.53,0.25
255,0.27,0.36,0.6,0.33,0.5,0.0,0.37,0.31
256,0.35,0.4,0.59,0.22,0.5,0.0,0.47,0.37
257,0.42,0.32,0.5,0.21,0.5,0.0,0.51,0.22
258,0.23,0.2,0.53,0.2,0.5,0.0,0.44,0.22
259,0.55,0.54,0.56,0.22,0.5,0.0,0.5,0.37
260,0.36,0.24,0.49,0.16,0.5,0.0,0.51,0.22
261,0.38,0.48,0.59,0.22,0.5,0.0,0.46,0.22
262,0.8,0.46,0.5,0.15,0.5,0.0,0.53,0.22
263,0.6,0.56,0.47,0.2,0.5,0.0,0.5,0.38
264,0.41,0.24,0.54,0.26,0.5,0.0,0.41,0.22
265,0.47,0.65,0.54,0.62,0.5,0.0,0.53,0.36
266,0.43,0.39,0.54,0.14,0.5,0.0,0.47,0.22
267,0.5,0.51,0.52,0.09,0.5,0.0,0.48,0.25
268,0.53,0.61,0.52,0.21,0.5,0.0,0.55,0.3
269,0.54,0.42,0.41,0.16,0.5,0.0,0.52,0.22
270,0.46,0.35,0.53,0.16,0.5,0.0,0.51,0.29
271,0.46,0.43,0.49,0.79,0.5,0.0,0.49,0.63
272,0.51,0.55,0.35,0.16,0.5,0.0,0.51,0.47
273,0.56,0.52,0.55,0.19,0.5,0.0,0.54,0.22
274,0.61,0.3,0.59,0.12,0.5,0.0,0.49,0.27
275,0.37,0.53,0.46,0.23,0.5,0.0,0.47,0.22
276,0.83,0.58,0.33,0.04,0.5,0.0,0.53,0.22
277,0.39,0.45,0.53,0.18,0.5,0.0,0.54,0.22
278,0.52,0.54,0.5,0.21,0.5,0.0,0.48,0.3
279,0.35,0.39,0.57,0.11,0.5,0.0,0.48,0.22
280,0.36,0.49,0.3,0.22,0.5,0.0,0.52,0.31
281,0.78,0.7,0.32,0.23,0.5,0.0,0.53,0.22
282,0.55,0.46,0.53,0.11,0.5,0.0,0.52,0.48
283,0.45,0.56,0.54,0.32,0.5,0.0,0.57,0.22
284,0.45,0.56,0.53,0.32,0.5,0.0,0.57,0.22
285,0.29,0.43,0.4,0.15,0.5,0.0,0.53,0.22
286,0.52,0.75,0.37,0.14,0.5,0.0,0.46,0.22
287,0.71,0.56,0.39,0.27,0.5,0.0,0.52,0.22
288,0.58,0.6,0.43,0.12,0.5,0.0,0.55,0.22
289,0.54,0.65,0.49,0.34,0.5,0.0,0.52,0.22
290,0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22
291,0.59,0.58,0.46,0.19,0.5,0.0,0.56,0.27
292,0.92,0.61,0.4,0.22,0.5,0.0,0.54,0.22
293,0.55,0.56,0.45,0.14,0.5,0.0,0.54,0.22
294,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22
295,0.58,0.53,0.38,0.18,0.5,0.0,0.52,0.22
296,0.36,0.46,0.43,0.19,0.5,0.0,0.48,0.22
297,0.32,0.47,0.55,0.12,0.5,0.0,0.52,0.22
298,0.34,0.38,0.45,0.19,0.5,0.0,0.51,0.22
299,0.62,0.58,0.46,0.13,0.5,0.0,0.53,0.22
300,0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22
301,0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22
302,0.55,0.46,0.46,0.31,0.5,0.0,0.58,0.48
303,0.35,0.6,0.47,0.13,0.5,0.0,0.52,0.43
304,0.77,0.8,0.51,0.4,1.0,0.0,0.54,0.22
305,0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22
306,0.35,0.46,0.49,0.15,1.0,0.0,0.55,0.35
307,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22
308,0.57,0.61,0.45,0.26,0.5,0.0,0.5,0.22
309,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25
310,0.25,0.4,0.51,0.18,0.5,0.0,0.5,0.27
311,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22
312,0.58,0.6,0.51,0.24,0.5,0.0,0.53,0.22
313,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33
314,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22
315,0.54,0.55,0.42,0.22,0.5,0.0,0.48,0.22
316,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27
317,0.33,0.44,0.49,0.08,0.5,0.0,0.48,0.49
318,0.81,0.82,0.41,0.36,0.5,0.0,0.39,0.22
319,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22
320,0.46,0.48,0.44,0.21,0.5,0.0,0.55,0.22
321,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22
322,0.74,0.72,0.47,0.25,0.5,0.0,0.57,0.22
323,0.54,0.57,0.52,0.19,0.5,0.0,0.59,0.67
324,0.42,0.52,0.4,0.17,0.5,0.0,0.5,0.26
325,0.91,0.77,0.34,0.47,0.5,0.0,0.52,0.31
326,0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22
327,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22
328,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28
329,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22
330,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22
331,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22
332,0.35,0.56,0.36,0.3,0.5,0.0,0.53,0.25
333,0.84,0.66,0.36,0.78,0.5,0.0,0.49,0.5
334,0.51,0.58,0.54,0.29,0.5,0.0,0.53,0.22
335,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22
336,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34
337,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22
338,0.62,0.58,0.52,0.15,0.5,0.0,0.52,0.29
339,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42
340,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22
341,0.44,0.44,0.49,0.15,0.5,0.0,0.46,0.27
342,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26
343,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22
344,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22
345,0.35,0.68,0.57,0.4,0.5,0.0,0.53,0.36
346,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22
347,0.23,0.3,0.58,0.22,0.5,0.0,0.48,0.27
348,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25
349,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42
350,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27
351,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28
352,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31
353,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35
354,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54
355,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22
356,0.56,0.54,0.59,0.14,0.5,0.0,0.52,0.27
357,0.31,0.31,0.54,0.18,0.5,0.0,0.52,0.29
358,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28
359,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25
360,0.17,0.38,0.45,0.09,0.5,0.0,0.54,0.27
361,0.43,0.51,0.54,0.15,0.5,0.0,0.45,0.26
362,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22
363,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22
364,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22
365,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27
366,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22
367,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22
368,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4
369,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25
370,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28
371,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22
372,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22
373,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36
374,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36
375,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33
376,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31
377,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31
378,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22
379,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22
380,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22
381,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22
382,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22
383,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51
384,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5
385,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25
386,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25
387,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37
388,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37
389,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43
390,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22
391,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22
392,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63
393,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26
394,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22
395,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4
396,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45
397,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26
398,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33
399,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22
400,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26
401,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38
402,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22
403,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22
404,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22
405,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37
406,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18
407,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18
408,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16
409,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16
